"date","participant","session","trial","wind","init_site","plat_site","init_dist","end_dist","time_trial","time_block","fuel","presses","outcome","interruptions","forced","fad","wad"
"06/02 12:33:55","mgalharret",1,91,-1.04,0,1,515.6,19.05,13.3,1218.8,283,20,"crash",0,1,294.110465031534,192.800427981214
"06/02 12:33:40","mgalharret",1,90,-2.55,2,1,361.35,11.8,18.6,1204.5,257,20,"success",0,1,173.356736194266,107.517882221304
"06/02 12:33:21","mgalharret",1,89,-2.84,0,2,705.16,10.59,22.5,1185.3,807,36,"crash",0,1,332.270655123874,239.4359753447
"06/02 12:32:58","mgalharret",1,88,-0.72,0,2,579.67,61.68,35,1161.9,812,50,"crash",0,1,220.801849001463,159.104859534484
"06/02 12:32:22","mgalharret",1,87,0.69,2,1,440.29,16.37,12.9,1126.2,283,17,"crash",0,1,305.520043356341,226.315556499551
"06/02 12:32:09","mgalharret",1,86,-2.82,1,0,432.64,5.79,8.5,1112.8,214,15,"crash",0,1,232.032212299942,146.889016109087
"06/02 12:31:59","mgalharret",1,85,0.44,0,2,691.72,27.65,20.5,1103.6,438,32,"crash",0,1,382.804888838725,256.528916040459
"06/02 12:31:38","mgalharret",1,84,2.45,2,0,686.08,461.02,5.2,1082.6,218,6,"crash",0,1,654.950596827629,621.542670882216
"06/02 12:31:33","mgalharret",1,83,-0.39,0,2,588.28,81.77,13.5,1076.7,375,17,"crash",0,1,404.982833748334,298.916889045827
"06/02 12:31:18","mgalharret",1,82,-0.83,2,0,702.34,34.73,8.9,1062.4,348,14,"crash",0,1,404.949844672078,262.620932862568
"06/02 12:31:09","mgalharret",1,81,3.79,1,2,471.36,25.74,21.5,1052.8,596,33,"crash",0,1,272.72646853172,223.445882573129
"06/02 12:30:47","mgalharret",1,80,0.01,0,2,722.69,194.26,8.2,1030.7,664,10,"offscreen",0,1,485.489989699239,354.017761893954
"06/02 12:30:37","mgalharret",1,79,-0.44,2,0,635.63,18.33,8.1,1021.6,230,10,"crash",0,1,441.17786452683,330.138801649497
"06/02 12:30:29","mgalharret",1,78,3.61,2,0,721.22,366.25,4.5,1013,437,4,"crash",0,1,651.371564676573,593.85910604157
"06/02 12:30:24","mgalharret",1,77,0.58,1,2,418.79,153.76,12.8,1007.7,346,19,"offscreen",0,1,252.03416152038,176.146417190282
"06/02 12:30:10","mgalharret",1,76,2.77,0,2,596.62,3.04,7.7,994.4,303,10,"crash",0,1,352.727522388239,234.412466495924
"06/02 12:30:01","mgalharret",1,75,-0.71,2,0,719.8,326.91,8.9,985.2,296,13,"offscreen",0,1,494.887157674696,398.86760686562
"06/02 12:29:51","mgalharret",1,74,-3.85,0,2,530.52,63.27,5.4,975.6,409,10,"crash",0,1,462.174838073898,396.749104235625
"06/02 12:29:46","mgalharret",1,73,3.68,0,2,749.76,415.78,4.7,969.7,248,4,"offscreen",0,1,630.036745351748,566.344120735622
"06/02 12:29:40","mgalharret",1,72,-3.51,1,2,394.41,78.17,43.2,964.3,1229,52,"crash",0,1,248.654237747294,206.879315188478
"06/02 12:28:56","mgalharret",1,71,2.47,2,1,410.97,57.79,28.5,920.2,999,46,"crash",0,1,225.507415790333,173.958870154642
"06/02 12:28:27","mgalharret",1,70,3.75,2,0,656.16,176.7,20.3,891.2,832,26,"crash",0,1,396.365328900755,263.255236029772
"06/02 12:28:06","mgalharret",1,69,-2.67,1,2,475.33,16.62,24.5,870.1,777,28,"crash",0,1,323.379132296896,284.395011579903
"06/02 12:27:41","mgalharret",1,68,0.59,1,0,528.97,31.73,17.2,844.9,277,18,"success",0,1,241.178298957466,133.667984634421
"06/02 12:27:22","mgalharret",1,67,3.38,1,0,430.34,188.22,28,826.1,1232,38,"offscreen",0,1,251.011840006001,215.798745823672
"06/02 12:26:52","mgalharret",1,66,-0.98,2,1,340.12,42.05,21.4,796.3,374,28,"success",0,1,114.899426700111,65.5414004346024
"06/02 12:26:30","mgalharret",1,65,-3.2,1,2,355.79,80.6,24.7,774.3,640,21,"crash",0,1,337.564862706651,292.688840539161
"06/02 12:26:04","mgalharret",1,64,1.2,1,0,413.96,89.85,10.8,748.5,323,12,"crash",0,1,313.100320201652,248.105336023114
"06/02 12:25:53","mgalharret",1,63,-2.83,1,0,476.98,153.03,7.8,736.7,201,5,"offscreen",0,1,303.876525261071,227.337135733274
"06/02 12:25:44","mgalharret",1,62,3.99,1,2,474.27,246.3,7.7,728.3,292,10,"offscreen",0,1,324.758510237849,254.483139970928
"06/02 12:25:36","mgalharret",1,61,3,2,0,654.49,505.94,18.7,719.9,797,21,"offscreen",0,1,364.263362221576,279.74857723383
"06/02 12:25:16","mgalharret",1,60,-2.27,2,0,726.12,190.43,9.9,700.4,310,13,"crash",0,1,485.224611292105,378.003069193286
"06/02 12:25:06","mgalharret",1,59,0.88,1,2,394.62,99.97,11.1,689.9,475,19,"crash",0,1,210.206775585473,132.276110117302
"06/02 12:24:54","mgalharret",1,58,2.29,2,1,487.56,50.7,20.3,678,480,26,"crash",0,1,346.695027583041,277.448095193552
"06/02 12:24:33","mgalharret",1,57,-2.69,2,0,572.02,151.87,6.5,656.9,312,9,"offscreen",0,1,378.391490771266,269.301141386568
"06/02 12:24:25","mgalharret",1,56,1.74,1,0,466.43,180.45,12,649.3,433,12,"offscreen",0,1,302.425810206223,219.729513866616
"06/02 12:24:11","mgalharret",1,55,-0.82,2,1,457.25,495.21,12,635.5,379,11,"offscreen",0,1,316.177482583719,275.299023189323
"06/02 12:23:58","mgalharret",1,54,-1.62,1,2,487.03,116.98,7.9,621.9,342,7,"crash",0,1,377.70772065895,295.295491774564
"06/02 12:23:48","mgalharret",1,53,0.31,2,0,553.55,124.29,26.3,612.6,469,25,"crash",0,1,248.411153937887,160.600843529574
"06/02 12:23:21","mgalharret",1,52,-0.91,1,2,430.87,172.45,15.9,585.4,633,16,"offscreen",0,1,236.379924337373,185.382511624349
"06/02 12:23:04","mgalharret",1,51,-1.47,2,1,539.41,107.71,10.6,568.5,170,10,"crash",0,1,346.603293280263,268.751706984637
"06/02 12:22:53","mgalharret",1,50,1.66,1,2,342.49,196.52,8.5,557.1,232,8,"offscreen",0,1,231.135422207541,194.308906114152
"06/02 12:22:44","mgalharret",1,49,-3.61,1,0,551.81,115.43,8.4,548,284,8,"crash",0,1,391.613801055903,311.585823707313
"06/02 12:22:35","mgalharret",1,48,1.79,1,0,506.29,250.33,10.4,538.9,346,11,"crash",0,1,377.320034999596,314.954240878374
"06/02 12:22:23","mgalharret",1,47,-3.66,2,1,380.77,300.68,6.6,526.6,138,7,"offscreen",0,1,280.521555856624,248.47823777626
"06/02 12:22:15","mgalharret",1,46,2.56,2,0,640.74,43.19,35.8,519.1,1227,45,"crash",0,1,343.794522119247,261.549092333228
"06/02 12:21:38","mgalharret",1,45,-3.48,0,1,415.32,14.85,9.5,482.6,351,13,"crash",0,1,333.261964722023,266.791869240805
"06/02 12:21:28","mgalharret",1,44,2.23,2,0,684.87,724.17,2.6,472.2,51,1,"offscreen",0,1,704.502006510905,711.296901904407
"06/02 12:21:24","mgalharret",1,43,2.69,2,0,678.58,542.03,13.3,468.6,654,17,"offscreen",0,1,473.926453159608,405.346470280471
"06/02 12:21:10","mgalharret",1,42,1.93,1,0,588.42,113.33,7.2,454.3,518,7,"crash",0,1,458.212525554638,374.955203238252
"06/02 12:21:01","mgalharret",1,41,-3.44,1,0,540.92,284.78,6.5,445,201,5,"offscreen",0,1,402.966117703131,339.522194426015
"06/02 12:20:54","mgalharret",1,40,3.41,1,0,394.65,140.79,13.1,437.7,1011,13,"crash",0,1,347.449679391796,312.080997524813
"06/02 12:20:40","mgalharret",1,39,-0.05,1,0,412.49,156.02,10.2,424.1,361,12,"offscreen",0,1,301.76123190944,234.357622512181
"06/02 12:20:29","mgalharret",1,38,1.88,1,2,480.28,140.27,10.2,413.3,241,10,"crash",0,1,315.185379480777,237.208063079495
"06/02 12:20:18","mgalharret",1,37,1.56,2,1,537.51,66.61,6.5,402.4,444,5,"crash",0,1,431.221577972952,355.998335201502
"06/02 12:20:11","mgalharret",1,36,-2.43,2,1,503.41,569.95,5.5,395.2,193,7,"offscreen",0,1,481.699873905394,476.973876853021
"06/02 12:20:04","mgalharret",1,35,1.58,0,2,530.06,54.33,9.8,388.5,304,7,"crash",0,1,311.585459473414,221.739430280146
"06/02 12:19:54","mgalharret",1,34,2.36,1,0,466.05,79.04,8.3,377.7,409,13,"crash",0,1,288.074373163517,197.872410962373
"06/02 12:19:44","mgalharret",1,33,-0.06,1,0,485.58,150.83,5.9,368.6,284,9,"crash",0,1,429.410593491675,385.649335220374
"06/02 12:19:37","mgalharret",1,32,-1.44,1,0,462.78,41.05,13.1,361.2,352,19,"crash",0,1,264.388319740975,195.289959697291
"06/02 12:19:23","mgalharret",1,31,1.65,1,0,460.23,77.75,6.5,347,252,10,"crash",0,1,319.862802649373,242.078807400848
"06/02 12:19:16","mgalharret",1,30,3.17,1,2,503.06,340.53,7.3,340,276,9,"offscreen",0,1,372.878355648954,323.953861877434
"06/02 12:19:08","mgalharret",1,29,0.32,2,1,540.8,393.54,10.7,332,633,15,"crash",0,1,396.836622928094,352.014882139165
"06/02 12:18:56","mgalharret",1,28,2.53,0,2,664.79,192.88,7.6,320.3,259,10,"offscreen",0,1,413.556236764975,301.141006713365
"06/02 12:18:47","mgalharret",1,27,3.47,1,0,381.72,35.49,8.5,311.6,233,9,"crash",0,1,283.221684718239,217.391025117434
"06/02 12:18:37","mgalharret",1,26,3.1,1,2,315.32,70.22,6.5,300.9,95,3,"crash",0,1,213.999807632429,156.098938341992
"06/02 12:18:29","mgalharret",1,25,-1.65,1,2,290.71,3.71,7.1,292.7,228,11,"crash",0,1,240.381635462301,195.382901721275
"06/02 12:18:21","mgalharret",1,24,1.92,2,1,485.23,518.23,2.6,284.7,106,3,"offscreen",0,1,500.562562704133,506.095696182711
"06/02 12:18:17","mgalharret",1,23,0.51,0,2,718.85,259.65,9.6,281.2,426,17,"offscreen",0,1,514.776528233323,403.00198658469
"06/02 12:18:06","mgalharret",1,22,-2.82,1,2,489.03,16.31,11.8,269.9,333,16,"crash",0,1,353.367239209629,276.158295855653
"06/02 12:17:53","mgalharret",1,21,-0.33,0,2,757.18,24.23,9.9,256.9,538,10,"crash",0,1,521.487948902931,400.21521191824
"06/02 12:17:42","mgalharret",1,20,-1.09,1,2,514.02,214.42,10.3,246.1,511,14,"offscreen",0,1,410.217025560525,344.068027911787
"06/02 12:17:31","mgalharret",1,19,1.93,0,2,584.18,239.41,8.9,235,439,13,"offscreen",0,1,423.442553807203,334.768423319674
"06/02 12:17:21","mgalharret",1,18,-0.39,0,2,740.69,192.73,26.4,224.5,988,42,"crash",0,1,369.662501675952,266.232170419646
"06/02 12:16:53","mgalharret",1,17,-3.91,1,2,395.68,444.4,15.6,197.3,813,21,"crash",0,1,362.02234817861,350.864545203863
"06/02 12:16:37","mgalharret",1,16,0.85,0,2,732.67,230.69,10.9,180.9,558,17,"offscreen",0,1,491.305960849357,365.668889954974
"06/02 12:16:25","mgalharret",1,15,2.45,2,1,448.65,181.7,9.8,168.8,593,18,"crash",0,1,370.091539768371,310.075979194355
"06/02 12:16:14","mgalharret",1,14,2.97,1,2,519.31,379.73,5.3,158.1,215,6,"offscreen",0,1,457.293688887367,423.519781760145
"06/02 12:16:08","mgalharret",1,13,-2.9,2,0,766.8,262.49,7.5,152,415,8,"offscreen",0,1,551.594028510003,433.997907977567
"06/02 12:15:59","mgalharret",1,12,1.77,0,2,570.14,208.7,8.7,143.6,295,14,"offscreen",0,1,434.487920931546,353.026858345345
"06/02 12:15:48","mgalharret",1,11,0.43,2,0,674.6,11.85,25.7,132.5,796,23,"crash",0,1,351.615908038713,251.891363708521
"06/02 12:15:22","mgalharret",1,10,-2.26,0,1,407.46,72.23,23.7,105.9,713,28,"crash",0,1,237.345658281516,173.66517615015
"06/02 12:14:57","mgalharret",1,9,-3,2,0,733.79,397.77,8.8,81.4,184,8,"offscreen",0,1,538.809491166213,458.461646627356
"06/02 12:14:47","mgalharret",1,8,2.07,2,0,666.58,414.19,4.8,71.5,269,2,"crash",0,1,648.178494444934,620.107936934316
"06/02 12:14:42","mgalharret",1,7,2.11,2,0,628.16,734.7,4.1,65.7,95,4,"offscreen",0,1,667.263184616453,684.149478827148
"06/02 12:14:36","mgalharret",1,6,3.14,2,0,587.21,702.73,3.2,59.8,147,3,"offscreen",0,1,626.060360146883,644.474907379461
"06/02 12:14:31","mgalharret",1,5,1.14,2,0,739.24,183.66,10.1,54.7,533,14,"offscreen",0,1,495.815472749439,368.278982554084
"06/02 12:14:18","mgalharret",1,4,-3.34,0,1,316.53,429.8,5.7,42.2,393,9,"offscreen",0,1,336.474161402022,343.168002035223
"06/02 12:14:12","mgalharret",1,3,1.55,2,0,536.05,566.33,1.5,34.9,41,2,"offscreen",0,1,537.36215792488,540.574040190106
"06/02 12:14:04","mgalharret",1,2,0.83,2,0,586.52,329.51,6.5,28.1,548,2,"crash",0,1,524.654831339527,480.027249055943
"06/02 12:13:54","mgalharret",1,1,-0.6,1,2,423.8,196.22,4.8,17.4,262,3,"crash",0,1,361.642122374828,324.651006736745
"06/02 11:52:00","achqt",1,68,2.39,2,0,658.73,516.32,7.2,724.6,226,6,"crash",0,1,611.832299765484,585.848627231031
"06/02 11:51:52","achqt",1,66,3.73,1,0,400.81,188.75,16.4,716.4,588,14,"crash",0,1,399.71086329534,357.631922080447
"06/02 11:51:35","achqt",1,65,-3.15,1,2,379.8,182.12,16.9,699.1,819,16,"crash",0,1,346.695989358782,300.521916170908
"06/02 11:51:16","achqt",1,64,0.04,1,0,420.42,175.05,18.4,679.9,637,19,"offscreen",0,1,275.065881702128,208.720362618426
"06/02 11:50:56","achqt",1,63,2.87,2,1,367.19,431.33,8.2,660.4,235,5,"offscreen",0,1,386.713441635681,388.650617466027
"06/02 11:50:47","achqt",1,62,-1.63,0,2,722.04,395.44,10,650.2,365,8,"offscreen",0,1,479.680864310421,373.933536573252
"06/02 11:50:35","achqt",1,61,-1.42,1,0,487.68,136,7.8,639.3,235,12,"crash",0,1,323.266412914453,245.246908591439
"06/02 11:50:27","achqt",1,60,0.73,1,0,514.21,351.58,7.9,630.8,93,4,"crash",0,1,461.883714832383,432.351031004922
"06/02 11:50:18","achqt",1,59,-0.64,2,0,647.3,244.09,8,621.9,134,9,"crash",0,1,552.452144466092,487.445847371459
"06/02 11:50:10","achqt",1,58,-3.47,2,0,608.35,260.78,9.4,613.8,347,9,"offscreen",0,1,389.644726210055,308.625139758201
"06/02 11:50:00","achqt",1,57,3.91,2,0,632.11,715.41,2,603.7,55,2,"offscreen",0,1,652.830035915366,665.11698239557
"06/02 11:49:54","achqt",1,56,3.66,1,0,546.95,57.04,9.1,598.4,429,6,"crash",0,1,457.344413291577,386.479758787821
"06/02 11:49:44","achqt",1,55,3.75,0,2,624.83,33.51,8,587.8,182,8,"crash",0,1,418.546668361703,305.920166397678
"06/02 11:49:35","achqt",1,54,-3.82,1,0,518.14,568.51,6,579,227,11,"offscreen",0,1,506.902574176076,505.054488493581
"06/02 11:49:24","achqt",1,53,1.95,2,1,375.96,8.82,13.2,567.7,628,13,"crash",0,1,264.774005718166,208.068691767838
"06/02 11:49:09","achqt",1,52,-3.64,1,2,301.36,341.98,5.5,553.7,124,4,"offscreen",0,1,324.162079994139,335.861343300857
"06/02 11:49:03","achqt",1,51,-1.68,2,1,385.24,428.21,12.4,547,241,11,"offscreen",0,1,257.443579323363,243.833949688853
"06/02 11:48:49","achqt",1,50,-1.33,2,0,633.95,140.82,8.2,533.5,331,7,"crash",0,1,445.050115603015,345.305276189675
"06/02 11:48:37","achqt",1,49,2.57,0,2,642.54,161.67,8.5,521.6,152,8,"offscreen",0,1,413.074538383633,307.148819973359
"06/02 11:48:28","achqt",1,48,0.35,1,2,346.92,64.01,9.6,512.1,273,20,"crash",0,1,207.190404927229,150.311914022259
"06/02 11:48:18","achqt",1,47,3.8,1,0,316.11,398.13,3,502,74,4,"offscreen",0,1,332.365153450381,343.663483763
"06/02 11:48:14","achqt",1,46,-3.77,0,2,634.99,428.23,20.4,498,1112,30,"crash",0,1,490.593557555421,434.75758713028
"06/02 11:47:53","achqt",1,45,3.73,2,0,627.9,735.79,3.4,476.8,83,6,"offscreen",0,1,667.723892587352,685.395083338233
"06/02 11:47:48","achqt",1,44,3.56,0,2,632.73,496.76,10.1,472.2,363,18,"offscreen",0,1,452.164217369047,385.415254424729
"06/02 11:47:36","achqt",1,43,-1.37,1,2,481.69,85.85,12,460.5,430,19,"crash",0,1,367.206740001462,297.608070144393
"06/02 11:47:23","achqt",1,42,-2.38,0,2,601.28,585.62,10.3,447.4,520,16,"crash",0,1,601.301165810874,600.327485098971
"06/02 11:47:12","achqt",1,41,0.71,2,0,801.19,874.24,2.1,436.2,74,1,"offscreen",0,1,818.613167085063,827.656896188212
"06/02 11:47:09","achqt",1,40,-2.81,2,1,434.1,58.9,6.1,433.4,147,9,"crash",0,1,332.551062795708,269.898377138945
"06/02 11:47:02","achqt",1,39,-0.73,1,2,484.51,509.07,9.5,426.3,411,14,"crash",0,1,460.400812125035,459.099048024261
"06/02 11:46:49","achqt",1,38,1.52,1,2,424.12,10.61,8.3,413.6,179,8,"crash",0,1,305.928756896141,237.081945677385
"06/02 11:46:40","achqt",1,37,-3.95,1,0,358.95,178.15,5.7,403.9,187,6,"offscreen",0,1,261.233183172122,216.591910184084
"06/02 11:46:33","achqt",1,36,0.36,0,1,286.8,422.41,11.8,397.4,417,18,"offscreen",0,1,210.634203644657,185.600762163975
"06/02 11:46:20","achqt",1,34,1.34,1,0,357.61,168.4,24.2,384.2,1199,24,"crash",0,1,381.909996154514,380.261413523436
"06/02 11:45:52","achqt",1,33,0.78,0,2,695.53,28.58,9.1,356.4,241,9,"crash",0,1,493.028403541737,377.904851003351
"06/02 11:45:37","achqt",1,32,-1.14,0,2,575.55,155.83,15.6,341.3,822,14,"crash",0,1,438.270811272621,372.112574458234
"06/02 11:45:20","achqt",1,31,-0.49,2,0,735.36,343.83,9.3,323.9,128,5,"offscreen",0,1,595.561644847094,514.472891537715
"06/02 11:45:09","achqt",1,30,-0.9,1,0,443.09,167.35,10.2,312.8,358,12,"offscreen",0,1,299.310676690268,226.684009965027
"06/02 11:44:50","achqt",1,29,2.29,0,2,612.16,182.95,7.8,294.7,299,10,"offscreen",0,1,424.753423786942,326.084728852384
"06/02 11:44:38","achqt",1,28,-1.79,1,2,416.3,137.09,16.4,281.8,590,29,"crash",0,1,332.318902460674,276.769885141317
"06/02 11:44:20","achqt",1,27,0.64,0,2,511.28,686.56,13.6,264.2,421,16,"offscreen",0,1,489.105372909189,501.886688808753
"06/02 11:44:02","achqt",1,26,0.54,1,0,520.47,6.65,11.1,246,137,11,"crash",0,1,370.82926140286,291.64837088509
"06/02 11:43:50","achqt",1,25,3.31,2,0,554.06,673.33,5.7,234.1,119,4,"offscreen",0,1,583.387455510145,601.460573539366
"06/02 11:43:43","achqt",1,24,-3.64,0,2,639.64,708.57,3.3,227.7,83,3,"offscreen",0,1,651.32516858139,660.062949643556
"06/02 11:43:38","achqt",1,23,2.55,0,2,796.67,524.98,11.6,222.6,213,9,"offscreen",0,1,532.690470253913,443.211086525456
"06/02 11:43:26","achqt",1,22,0.03,2,0,617.8,128.88,8.9,210.1,334,14,"crash",0,1,442.29809623993,356.022904006416
"06/02 11:43:16","achqt",1,21,-3.09,1,0,475.22,205.03,7.1,200.5,96,7,"offscreen",0,1,372.38331294501,313.482684393139
"06/02 11:43:05","achqt",1,20,-1.62,1,0,389.1,65.12,5.9,189.5,18,4,"crash",0,1,288.99816337456,233.337697434686
"06/02 11:42:58","achqt",1,19,0.3,2,0,554.55,290.87,6.3,182.7,311,7,"crash",0,1,523.095827150639,493.182996208164
"06/02 11:42:50","achqt",1,18,-2.82,2,0,668.96,226.24,8,174.6,244,4,"offscreen",0,1,476.262596283045,389.414813346105
"06/02 11:42:42","achqt",1,17,0.73,1,2,294.52,240.04,11,166.6,338,18,"offscreen",0,1,206.262376785538,172.523787511937
"06/02 11:42:27","achqt",1,16,0.02,2,0,671.35,243.95,13.6,150.9,543,19,"offscreen",0,1,409.924706306448,293.513513980194
"06/02 11:42:12","achqt",1,15,1.01,2,1,413.72,212.2,6.8,136.5,498,13,"crash",0,1,333.168358060192,292.647961283726
"06/02 11:42:05","achqt",1,14,1.93,2,1,530.36,80.47,11.9,128.8,292,10,"crash",0,1,427.781038563576,358.522840429715
"06/02 11:41:52","achqt",1,13,-1.91,1,2,493.28,55.34,8.7,116.1,436,9,"crash",0,1,410.069003217609,342.068334059281
"06/02 11:41:43","achqt",1,12,1.67,0,1,482.73,440.29,9.7,106.7,298,8,"offscreen",0,1,376.061224999918,332.189264316274
"06/02 11:41:31","achqt",1,11,-2.26,0,2,583.08,104.46,9.4,95.7,492,9,"crash",0,1,488.616827800947,406.472602726936
"06/02 11:41:21","achqt",1,10,-1.59,1,2,451.27,483.44,3.1,85.5,53,3,"offscreen",0,1,454.699187851274,458.848101229958
"06/02 11:41:17","achqt",1,9,-2.39,1,0,457.3,205.76,8.4,81.4,396,11,"crash",0,1,309.978510494403,242.908165656448
"06/02 11:41:08","achqt",1,8,3.53,2,0,723.82,416.76,3.7,72.2,262,1,"crash",0,1,672.394955241164,633.553350917879
"06/02 11:41:03","achqt",1,7,3.51,1,2,272.16,286.14,7.3,67.3,277,11,"offscreen",0,1,179.926802466202,157.647146162822
"06/02 11:40:54","achqt",1,6,1.03,1,0,198.18,21.97,5.7,58.3,167,5,"crash",0,1,160.89447303305,130.061473934482
"06/02 11:40:45","achqt",1,5,1.78,1,0,405.9,11.74,5.9,49.5,370,10,"crash",0,1,312.19930431862,241.584531400653
"06/02 11:40:38","achqt",1,4,-1.84,2,1,504.38,158.56,6,42.6,311,4,"crash",0,1,393.026441711398,331.273444204174
"06/02 11:40:30","achqt",1,3,2.36,1,0,527.57,535.03,2.5,34.2,72,5,"offscreen",0,1,526.73453216196,527.578686055631
"06/02 11:40:24","achqt",1,2,3.76,0,1,442.21,327.22,7.4,28.6,389,10,"crash",0,1,324.191452695104,268.631285022893
"06/02 11:40:14","achqt",1,1,2.59,1,0,570.25,539.39,4.2,18.4,254,4,"crash",0,1,572.599387515525,563.82165034162
