id,instrument,component,group,handle,order,prompt,prompt_fr,prompt_en,reverse,min_val,max_val,step,annotations,annotations_fr,annotations_en,type,widget,help_text,help_text_fr,help_text_en,validate,initial
55,jold-MSLQ,Motivation Header,3,jold-mslq-g3-dirs,1,"The following questions ask about your <b>motivation for and attitudes about</b> practicing the Lunar Lander game. Remember <i>there are no right or wrong answers</i>, just answer as accurately as possible. Use the scale below to answer the questions. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.","Les questions suivantes portent sur votre <b>motivation et vos attitudes à l'égard</b> de la pratique du jeu Lunar Lander. Rappelez-vous <i>Il n'y a pas de bonnes ou de mauvaises réponses</i>, répondez simplement de la manière la plus précise possible. Utilisez l'échelle ci-dessous pour répondre aux questions. Si vous pensez que l'affirmation est très vraie pour vous, placez le curseur sur la position la plus à droite (Très vrai pour moi) ; si une affirmation n'est pas du tout vraie pour vous, placez le curseur sur la position la plus à gauche (Pas du tout vrai pour moi). Si l'affirmation est plus ou moins vraie pour vous, placez le curseur entre les deux pour indiquer au mieux ce que vous ressentez.","The following questions ask about your <b>motivation for and attitudes about</b> practicing the Lunar Lander game. Remember <i>there are no right or wrong answers</i>, just answer as accurately as possible. Use the scale below to answer the questions. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.",False,,,,,,,,custom-header,,,,,
54,jold-MSLQ,Motivation Header,2,jold-mslq-g2-dirs,1,"The following questions ask about your <b>motivation for and attitudes about</b> practicing the Lunar Lander game. Remember <i>there are no right or wrong answers</i>, just answer as accurately as possible. Use the scale below to answer the questions. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.","Les questions suivantes portent sur votre <b>motivation et vos attitudes à l'égard</b> de la pratique du jeu Lunar Lander. Rappelez-vous <i>Il n'y a pas de bonnes ou de mauvaises réponses</i>, répondez simplement de la manière la plus précise possible. Utilisez l'échelle ci-dessous pour répondre aux questions. Si vous pensez que l'affirmation est très vraie pour vous, placez le curseur sur la position la plus à droite (Très vrai pour moi) ; si une affirmation n'est pas du tout vraie pour vous, placez le curseur sur la position la plus à gauche (Pas du tout vrai pour moi). Si l'affirmation est plus ou moins vraie pour vous, placez le curseur entre les deux pour indiquer au mieux ce que vous ressentez.","The following questions ask about your <b>motivation for and attitudes about</b> practicing the Lunar Lander game. Remember <i>there are no right or wrong answers</i>, just answer as accurately as possible. Use the scale below to answer the questions. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.",False,,,,,,,,custom-header,,,,,
53,jold-MSLQ,Motivation Header,1,jold-mslq-g1-dirs,1,"The following questions ask about your <b>motivation for and attitudes about</b> practicing the Lunar Lander game. Remember <i>there are no right or wrong answers</i>, just answer as accurately as possible. Use the scale below to answer the questions. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.","Les questions suivantes portent sur votre <b>motivation et vos attitudes à l'égard</b> de la pratique du jeu Lunar Lander. Rappelez-vous <i>Il n'y a pas de bonnes ou de mauvaises réponses</i>, répondez simplement de la manière la plus précise possible. Utilisez l'échelle ci-dessous pour répondre aux questions. Si vous pensez que l'affirmation est très vraie pour vous, placez le curseur sur la position la plus à droite (Très vrai pour moi) ; si une affirmation n'est pas du tout vraie pour vous, placez le curseur sur la position la plus à gauche (Pas du tout vrai pour moi). Si l'affirmation est plus ou moins vraie pour vous, placez le curseur entre les deux pour indiquer au mieux ce que vous ressentez.","The following questions ask about your <b>motivation for and attitudes about</b> practicing the Lunar Lander game. Remember <i>there are no right or wrong answers</i>, just answer as accurately as possible. Use the scale below to answer the questions. If you think the statement is very true of you, place the slider at the rightmost position (Very true for me); if a statement is not at all true of you, place the slider at the leftmost position (Not at all true for me). If the statement is more or less true of you, place the slider somwhere in-between to best indicate how you feel.",False,,,,,,,,custom-header,,,,,
52,jold-MSLQ,Resource Management Strategies: Effort Regulation,6,jold-mslq-74,2,"Even when the game is boring and uninteresting, I try to learn it until I master it","Même quand le jeu est ennuyeux et inintéressant, j'essaie de l'apprendre jusqu'à le maîtriser","Even when the game is boring and uninteresting, I try to learn it until I master it",False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
51,jold-MSLQ,Resource Management Strategies: Effort Regulation,7,jold-mslq-73,2,"When the round is too difficult, I give up until I get an easier one","Quand le tour est trop difficile, j'abandonne jusqu'à ce que je trouve un tour plus facile.","When the round is too difficult, I give up until I get an easier one",False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
50,jold-MSLQ,Resource Management Strategies: Effort Regulation,8,jold-mslq-72,2,I practice hard to do well in this game even if I don't like what I am doing,Je m'entraîne dur pour être bon dans ce jeu même si je n'aime pas ce que je suis en train de faire,I practice hard to do well in this game even if I don't like what I am doing,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
49,jold-MSLQ,Resource Management Strategies: Effort Regulation,9,jold-mslq-71,2,I often feel so lazy or bored when I play this game that I don't bother trying to land the lander well,Je me sens souvent tellement paresseux ou ennuyé quand je joue à ce jeu que je ne me donne pas la peine d'essayer de bien faire atterrir le vaisseau,I often feel so lazy or bored when I play this game that I don't bother trying to land the lander well,True,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
48,jold-MSLQ,Cognitive and Metacognitive Strategies: Metacognitive Self-Regulation,10,jold-mslq-62,2,"If I fail a round of the game, I try to understand why afterwards","Si j'échoue à un tour du jeu, j'essaie de comprendre pourquoi après coup","If I fail a round of the game, I try to understand why afterwards",False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
47,jold-MSLQ,Cognitive and Metacognitive Strategies: Metacognitive Self-Regulation,6,jold-mslq-61,3,"When I play this game, I set goals for myself in order to direct my learning in each round","Lorsque je joue à ce jeu, je me fixe des objectifs afin d'orienter mon apprentissage à chaque tour","When I play this game, I set goals for myself in order to direct my learning in each round",False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
46,jold-MSLQ,Cognitive and Metacognitive Strategies: Metacognitive Self-Regulation,7,jold-mslq-60,3,When learning this game I try to determine which aspects I haven't yet mastered,"Lorsque j'apprends ce jeu, j'essaie de déterminer quels sont les aspects que je ne maîtrise pas encore",When learning this game I try to determine which aspects I haven't yet mastered,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
45,jold-MSLQ,Cognitive and Metacognitive Strategies: Metacognitive Self-Regulation,8,jold-mslq-59,3,I try to get a general idea of the good strategy for the game so that I know what I need to practice rather than finding out as I go along,J'essaie d'avoir une idée générale de la bonne stratégie pour le jeu afin de savoir ce que je dois pratiquer plutôt que de le découvrir au fur et à mesure,I try to get a general idea of the good strategy for the game so that I know what I need to practice rather than finding out as I go along,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
44,jold-MSLQ,Cognitive and Metacognitive Strategies: Metacognitive Self-Regulation,9,jold-mslq-58,3,I often find that I have been playing this game but I don’t know how I arrive at specific outcomes,"Je me rends souvent compte que j'ai joué à ce jeu, mais je ne sais pas comment j'arrive à des résultats spécifiques",I often find that I have been playing this game but I don’t know how I arrive at specific outcomes,True,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
43,jold-MSLQ,Cognitive and Metacognitive Strategies: Metacognitive Self-Regulation,10,jold-mslq-57,3,I try to change my way of learning to adapt to this game and its instructions,J'essaie de changer ma façon d'apprendre pour m'adapter à ce jeu et à ses instructions,I try to change my way of learning to adapt to this game and its instructions,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
42,jold-MSLQ,Cognitive and Metacognitive Strategies: Metacognitive Self-Regulation,6,jold-mslq-56,4,I use some rounds of the game to test myself,J'utilise quelques parties du jeu pour me tester,I use some rounds of the game to test myself,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
41,jold-MSLQ,Cognitive and Metacognitive Strategies: Metacognitive Self-Regulation,7,jold-mslq-55,4,"Before starting this game, I read the instructions","Avant de commencer ce jeu, j'ai lu les instructions","Before starting this game, I read the instructions",False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
40,jold-MSLQ,Cognitive and Metacognitive Strategies: Metacognitive Self-Regulation,8,jold-mslq-54,4,"If the game is difficult to figure out, I change the way I play","Si le jeu est difficile à comprendre, je change ma façon de jouer","If the game is difficult to figure out, I change the way I play",False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
39,jold-MSLQ,Cognitive and Metacognitive Strategies: Metacognitive Self-Regulation,9,jold-mslq-53,4,"When I become confused about something I'm doing in this game, I try to figure it out","Quand je suis perdu ou bloqué dans le jeu, j'essaie de comprendre pourquoi","When I become confused about something I'm doing in this game, I try to figure it out",False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
38,jold-MSLQ,Cognitive and Metacognitive Strategies: Metacognitive Self-Regulation,10,jold-mslq-52,4,"When playing this game, I ask myself questions to help focus my learning","Lorsque je joue à ce jeu, je me pose des questions pour m'aider à cibler mon apprentissage","When playing this game, I ask myself questions to help focus my learning",False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
37,jold-MSLQ,Cognitive and Metacognitive Strategies: Metacognitive Self-Regulation,6,jold-mslq-51,5,During my learning time I often miss important points because I'm thinking of other things,"Durant mon apprentissage, je rate souvent des actions importantes parce que je pense à d'autres choses",During my learning time I often miss important points because I'm thinking of other things,True,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
36,jold-MSLQ,Self-Efficacy for Learning and Performance,1,jold-mslq-25,2,I'm certain I can master skills this game teaches,Je suis certain que je peux maîtriser les compétences que ce jeu enseigne,I'm certain I can master skills this game teaches,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
35,jold-MSLQ,Self-Efficacy for Learning and Performance,2,jold-mslq-24,2,I expect to do well in this game,Je m'attends à bien faire dans ce jeu,I expect to do well in this game,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
34,jold-MSLQ,Self-Efficacy for Learning and Performance,3,jold-mslq-23,2,I'm confident I can do an excellent job in this game,Je suis sûr que je peux faire un excellent travail dans ce jeu,I'm confident I can do an excellent job in this game,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
33,jold-MSLQ,Self-Efficacy for Learning and Performance,4,jold-mslq-22,2,I'm confident I can master the most complex version of this game,Je suis sûr que je peux maîtriser la version la plus complexe de ce jeu,I'm confident I can master the most complex version of this game,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
32,jold-MSLQ,Self-Efficacy for Learning and Performance,5,jold-mslq-21,2,I'm confident I can learn the basic skills this game requires,Je suis sûr que je peux apprendre les compétences de base que ce jeu requiert,I'm confident I can learn the basic skills this game requires,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
31,jold-MSLQ,Self-Efficacy for Learning and Performance,1,jold-mslq-20,3,I'm certain I can play the most difficult mode in the game,Je suis certain d'être capable de jouer à un niveau plus compliqué de ce jeu,I'm certain I can play the most difficult mode in the game,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
30,jold-MSLQ,Self-Efficacy for Learning and Performance,2,jold-mslq-19,3,I believe I will achieve good results in this game,Je crois que je vais obtenir de bons résultats dans ce jeu,I believe I will achieve good results in this game,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
29,jold-MSLQ,Control of Learning Beliefs,3,jold-mslq-18,3,"If I don't understand how to succeed in this game, it is because I didn't try hard enough","Si je ne comprends pas comment réussir dans ce jeu, c'est parce que je n'ai pas essayé suffisamment","If I don't understand how to succeed in this game, it is because I didn't try hard enough",False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
28,jold-MSLQ,Control of Learning Beliefs,4,jold-mslq-17,3,"If I try hard enough, then I will understand how to succeed in the game","Si je fais suffisamment d'efforts, je comprendrai comment réussir dans le jeu","If I try hard enough, then I will understand how to succeed in the game",False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
27,jold-MSLQ,Control of Learning Beliefs,5,jold-mslq-16,3,It is my own fault if I don't learn how to succeed in the game,C'est ma faute si je n'apprends pas comment réussir dans le jeu,It is my own fault if I don't learn how to succeed in the game,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
26,jold-MSLQ,Control of Learning Beliefs,1,jold-mslq-15,4,"If I learn in appropriate ways, then I will be able to succeed in the game","Si j'apprends de manière appropriée, alors je serai capable de réussir dans le jeu","If I learn in appropriate ways, then I will be able to succeed in the game",False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
25,jold-MSLQ,Task Value,2,jold-mslq-14,4,Understanding the purpose of this learning activity is important to me,Il est important pour moi de comprendre l'objectif de cette activité d'apprentissage,Understanding the purpose of this learning activity is important to me,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
24,jold-MSLQ,Task Value,3,jold-mslq-13,4,I like this kind of game,J'aime ce genre de jeu,I like this kind of game,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
23,jold-MSLQ,Task Value,4,jold-mslq-12,4,I think learning to play this game is useful for me,Je pense qu'apprendre à jouer à ce jeu est utile pour moi,I think learning to play this game is useful for me,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
22,jold-MSLQ,Task Value,5,jold-mslq-11,4,I am very interested in this kind of game,Je suis très intéressé par ce genre de jeu,I am very interested in this kind of game,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
21,jold-MSLQ,Task Value,1,jold-mslq-10,5,It's important for me to learn to play this game,C'est important pour moi d'apprendre à jouer à ce jeu,It's important for me to learn to play this game,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
20,jold-MSLQ,Task Value,2,jold-mslq-9,5,I think I will be able to use what I learn in this game in other situations,Je pense que je serai en mesure d'utiliser ce que j'apprends dans d'autres situations,I think I will be able to use what I learn in this game in other situations,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
19,jold-MSLQ,Extrinsic Goal Orientation,3,jold-mslq-8,5,I want to do well in this game because it is important to show my ability to others,Je veux bien faire dans ce jeu parce qu'il est important de montrer mes aptitudes aux autres,I want to do well in this game because it is important to show my ability to others,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
18,jold-MSLQ,Extrinsic Goal Orientation,4,jold-mslq-7,5,"If I can, I want to get better scores in this game than most of the participants.","Si je le peux, je veux avoir de meilleurs résultats que les autres personnes sur ce jeu","If I can, I want to get better scores in this game than most of the participants.",False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
17,jold-MSLQ,Extrinsic Goal Orientation,5,jold-mslq-6,5,"The most important thing for me is improving my overall score point average, so my main concern in this game is getting a good score","La chose la plus importante pour moi est d'améliorer ma moyenne générale de points, donc ma principale préoccupation dans ce jeu est d'obtenir un bon score","The most important thing for me is improving my overall score point average, so my main concern in this game is getting a good score",False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
16,jold-MSLQ,Extrinsic Goal Orientation,1,jold-mslq-5,6,Getting a good score in this game is the most satisfying thing for me,Obtenir un bon score dans ce jeu est la chose la plus satisfaisante pour moi,Getting a good score in this game is the most satisfying thing for me,False,1,7,1,Not at all true for me~Very true for me,Pas du tout vrai pour moi~Très vrai pour moi,Not at all true for me~Very true for me,integer,custom-polar,,,,,
15,JOLD,Prospective,1,jold-8,4,Rate how much you expect to improve over the next session,A quel point pensez-vous progresser lors de la prochaine session ?,Rate how much you expect to improve over the next session,False,1,11,1,Very little~Very much,Très peu~Énormément,Very little~Very much,integer,custom-polar,Place the slider in the middle if you <b>do not</b> expect you performance level to change,Placez le curseur au milieu si vous <b>ne pensez pas</b> que votre niveau de performance va changer,Place the slider in the middle if you <b>do not</b> expect you performance level to change,,
14,JOLD,Relative,2,jold-7,2,Improvement over session 3,Amélioration par rapport à la session 3,Improvement over session 3,False,1,11,1,Less improvement~More improvement,Moins de pogrès~Plus de pogrès,Less improvement~More improvement,integer,custom-polar,,,,,
13,JOLD,Relative,2,jold-6,2,Improvement over session 2,Amélioration par rapport à la session 2,Improvement over session 2,False,1,11,1,Less improvement~More improvement,Moins de pogrès~Plus de pogrès,Less improvement~More improvement,integer,custom-polar,,,,,
12,JOLD,Relative,2,jold-5,1,Improvement over session 1,Amélioration par rapport à la session 1,Improvement over session 1,False,1,11,1,Less improvement~More improvement,Moins de pogrès~Plus de pogrès,Less improvement~More improvement,integer,custom-polar,,,,,
11,JOLD,Relative,2,jold-4,1,"Use the sliders below to rate your <b>relative improvement on each session</b>. How much do you think you have improved in each session, compared to other sessions?","Utilisez les curseurs ci-dessous pour évaluer votre <b>amélioration relative sur chaque session</b>. Dans quelle mesure pensez-vous vous être amélioré à chaque session, par rapport aux autres sessions ?","Use the sliders below to rate your <b>relative improvement on each session</b>. How much do you think you have improved in each session, compared to other sessions?",False,,,,,,,integer,custom-header,,,,,
10,JOLD,Recent,1,jold-1,1,Rate how much you current level of performance has changed <i>compared to the beginning of today's session</i>,Évaluez dans quelle mesure votre niveau de performance actuel a changé <i>par rapport au début de la session d'aujourd'hui</i>,Rate how much you current level of performance has changed <i>compared to the beginning of today's session</i>,False,1,11,1,Much worse~Much better,Bien pire~Bien mieux,Much worse~Much better,integer,custom-polar,Place the slider in the middle if you think your performance <b>has not changed</b>,Placez le curseur au milieu si vous pensez que votre performance <b>n'a pas changé</b>,Place the slider in the middle if you think your performance <b>has not changed</b>,,
9,JOLD,Short-term,1,jold-2,2,Rate how much you current level of performance has changed <i>compared to the previous session</i>,Évaluez dans quelle mesure votre niveau de performance actuel a changé <i>par rapport à la session précédente</i>,Rate how much you current level of performance has changed <i>compared to the previous session</i>,False,1,11,1,Much worse~Much better,Bien pire~Bien mieux,Much worse~Much better,integer,custom-polar,Place the slider in the middle if you think your performance <b>has not changed</b>,Placez le curseur au milieu si vous pensez que votre performance <b>n'a pas changé</b>,Place the slider in the middle if you think your performance <b>has not changed</b>,,
8,JOLD,Long-term,1,jold-3,3,Rate how much you current level of performance has changed <i>compared to the very first session of the experiment</i>,Évaluez dans quelle mesure votre niveau de performance actuel a changé <i>par rapport à la toute première session de l'expérience</i>,Rate how much you current level of performance has changed <i>compared to the very first session of the experiment</i>,False,1,11,1,Much worse~Much better,Bien pire~Bien mieux,Much worse~Much better,integer,custom-polar,Place the slider in the middle if you think your performance <b>has not changed</b>,Placez le curseur au milieu si vous pensez que votre performance <b>n'a pas changé</b>,Place the slider in the middle if you think your performance <b>has not changed</b>,,
7,JOLD,Free-choise,0,jold-0,1,Would you like to practice the task in your free time?,Souhaiteriez-vous pratiquer cette tâche pendant votre temps libre ?,Would you like to practice the task in your free time?,False,0,1,1,No~Yes,Non~Oui,No~Yes,integer,custom-likert,,,,,
6,NASA-TLX,Frustration,1,tlx-6,6,"How insecure, discouraged, irritated, stressed, and annoyed versus secure, gratified, content, relaxed, and complacent did you feel during the task?",Pendant l’exécution de la tâche; vous êtes-vous senti satisfait et détendu (niveau de frustration faible) ou plutôt découragé et stressé (niveau de frustration élevé) ?,"How insecure, discouraged, irritated, stressed, and annoyed versus secure, gratified, content, relaxed, and complacent did you feel during the task?",False,1,20,1,Very Low~Very High,Trés faible~Trés élevé,Very Low~Very High,integer,custom-polar,,,,,
5,NASA-TLX,Effort,1,tlx-5,5,How hard did you have to work (mentally and physically) to accomplish your level of performance?,Est-ce que cette tâche vous a demandé beaucoup d'effort (mentalement et physiquement) ?,How hard did you have to work (mentally and physically) to accomplish your level of performance?,False,1,20,1,Very Low~Very High,Trés faible~Trés élevé,Very Low~Very High,integer,custom-polar,,,,,
4,NASA-TLX,Performance,1,tlx-4,4,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your preformance in accomplishing these goals?,A quel point pensez-vous avoir atteint les objectifs déterminés par la tâche ?,How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? How satisfied were you with your preformance in accomplishing these goals?,False,1,20,1,Perfect~Failure,Trés faible~Trés élevé,Perfect~Failure,integer,custom-polar,,,,,
3,NASA-TLX,Temporal demand,1,tlx-3,3,How much time pressure did you feel due to the rate or pace at which the task or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,Le temps donné pour réaliser la tâche était-il une source de pression pour vous ? Etait-ce un rythme lent et tranquille (faible) ou rapide et précipité (élevé) ?,How much time pressure did you feel due to the rate or pace at which the task or task elements occurred? Was the pace slow and leisurely or rapid and frantic?,False,1,20,1,Very Low~Very High,Trés faible~Trés élevé,Very Low~Very High,integer,custom-polar,,,,,
2,NASA-TLX,Physical demand,1,tlx-2,2,"How much physical activity was required (e.g., pushing, pulling, turning, controlling, activating, etc.)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?","Cette tâche vous a t-elle demandé beaucoup d'effort physique (ex. pousser, porter, tourner, marcher, activer, etc.) ? La tâche vous a-t-elle paru facile et peu fatigante (faible) ou pénible et fatigante (élevée) ?","How much physical activity was required (e.g., pushing, pulling, turning, controlling, activating, etc.)? Was the task easy or demanding, slow or brisk, slack or strenuous, restful or laborious?",False,1,20,1,Very Low~Very High,Trés faible~Trés élevée,Very Low~Very High,integer,custom-polar,,,,,
1,NASA-TLX,Mental Demand,1,tlx-1,1,"How much mental and perceptual activity was required (e.g., thinking, deciding, calculating, remembering, looking, searching, etc.)? Was the task easy or demanding, simple or complex, exacting or forgiving?","Cette tâche vous a t-elle demandé beaucoup de réflexion (ex. réflexion, calcul, mémorisation, décision, recherche, ...) ? La tâche vous a-t-elle paru simple, nécessitant peu d’attention (faible) ou complexe, nécessitant beaucoup d’attention (élevée) ?","How much mental and perceptual activity was required (e.g., thinking, deciding, calculating, remembering, looking, searching, etc.)? Was the task easy or demanding, simple or complex, exacting or forgiving?",False,1,20,1,Very Low~Very High,Trés faible~Trés élevée,Very Low~Very High,integer,custom-polar,,,,,
